"tag"	"lrac"	"sracBin"	"kappa"	"num.srac"	"pident"	"al2ql"	"gapp"
"tig00000132-55"	"tig00000132"	"55"	0.621111811765374	0.713235294117647	0.94898	0.00263852242744063	0.819593430516406
"tig00001509-28"	"tig00001509"	"28"	0.621049470617184	0.508474576271186	0.97872	0.00161487872083803	0.995388427476713
"tig00000083-51"	"tig00000083"	"51"	0.618661182005007	0.8	0.980405	0.484605817708437	0.20963391031159
"tig00002344-55"	"tig00002344"	"55"	0.617847352185029	0.580882352941177	0.91489	0.00174981801892603	0.973867237780013
"tig00000688-28"	"tig00000688"	"28"	0.617255550123905	0.508474576271186	0.96319	0.00180800250658804	0.995549621717846
"tig00000748-24"	"tig00000748"	"24"	0.616649714643178	0.0131578947368421	0.96672	0.56213843721438	0.924582526621491
"tig00002099-24"	"tig00002099"	"24"	0.616341376509807	0.0087719298245614	0.955815	0.794235254915028	0.706543321299639
"tig00000746-9"	"tig00000746"	"9"	0.615227070829231	0.00763358778625954	0.969425	0.501212004372792	0.982637691157871
"tig00001188-24"	"tig00001188"	"24"	0.61516379145674	0.0043859649122807	0.956305	0.622714604290625	0.877249596624054
"tig00000052-41"	"tig00000052"	"41"	0.614447892548731	0.140495867768595	0.97547	1.00029265437518	0.341533048051145
"tig00001733-39"	"tig00001733"	"39"	0.613130934668862	0.0113207547169811	0.96911	1.00374921891273	0.468343765045739
"tig00017236-55"	"tig00017236"	"55"	0.613048343187842	0.75	0.91691	0.00271505295405984	0.782568319797309
"tig00001236-28"	"tig00001236"	"28"	0.613024191992007	0.508474576271186	0.94444	0.00161782148111582	0.997564370215727
"tig00001734-26"	"tig00001734"	"26"	0.612909143515462	0.0106761565836299	0.93693	1.00555356503046	0.498476852447762
"tig00000099-59"	"tig00000099"	"59"	0.612741525780041	0.526315789473684	0.935955	0.00183331304166228	0.986862000604818
"tig00001602-28"	"tig00001602"	"28"	0.612450606160145	0.508474576271186	0.94545	0.00123713963046594	0.994640708738926
"tig00000236-28"	"tig00000236"	"28"	0.612412925927734	0.508474576271186	0.94521	0.00163460518545466	0.994332522254296
"tig00000609-12"	"tig00000609"	"12"	0.612224810350911	0.0229007633587786	0.897995	0.82257952180809	0.705423956236776
"tig00000926-43"	"tig00000926"	"43"	0.611152572235658	0.0072463768115942	0.928635	0.594635144263685	0.914093767867353
"tig00000265-28"	"tig00000265"	"28"	0.610352149726075	0.508474576271186	0.9521	0.00197684547756485	0.978857177155548
"tig00000024-15"	"tig00000024"	"15"	0.60841818228979	0.773134328358209	0.81416	0.574009728978457	0.272368671822495
"tig00000381-27"	"tig00000381"	"27"	0.607850450637122	0.461538461538462	0.96594	0.00570855054899759	0.99821479046103
"tig00001297-54"	"tig00001297"	"54"	0.606886095993306	0.00574712643678161	0.90625	0.705829109341057	0.809718148195383
"tig00001508-5"	"tig00001508"	"5"	0.606882048627742	0.00977198697068404	0.97	0.832777886688885	0.614978320851399
"tig00000086-55"	"tig00000086"	"55"	0.606582258592177	0.698529411764706	0.94366	0.00237656416723252	0.781763058436771
"tig00001265-28"	"tig00001265"	"28"	0.605699861075879	0.508474576271186	0.91379	0.00192578073599933	0.998609087296331
"tig00017207-27"	"tig00017207"	"27"	0.604959935101719	0.461538461538462	0.95804	0.00274575091810251	0.997515527950311
"tig00001231-64"	"tig00001231"	"64"	0.604921694648965	0.00588235294117647	0.948735	0.605615607599368	0.859453818055314
"tig00002168-28"	"tig00002168"	"28"	0.6046629326272	0.516949152542373	0.968	0.002007716810983	0.931694861155442
"tig00001391-28"	"tig00001391"	"28"	0.604365011993782	0.550847457627119	0.95652	0.0017922764489717	0.908300313899038
"tig00001550-28"	"tig00001550"	"28"	0.604297002420081	0.508474576271186	0.91228	0.00186317781385125	0.994570255595285
"tig00000215-12"	"tig00000215"	"12"	0.603739106235492	0.0114503816793893	0.86499	0.961555933221311	0.576960110041265
"tig00000153-55"	"tig00000153"	"55"	0.603438442701469	0.514705882352941	0.90532	0.00136566694136861	0.992362221511566
"tig00000775-67"	"tig00000775"	"67"	0.602957899077075	0.5	0.92575	6.03534808075931e-05	0.986021242827494
"tig00000322-28"	"tig00000322"	"28"	0.60129291193571	0.508474576271186	0.91667	0.0019512945453021	0.978075776926352
"tig00001409-24"	"tig00001409"	"24"	0.600945494253726	0.0043859649122807	0.957625	0.545571697109804	0.896199314992818
"tig00000073-7"	"tig00000073"	"7"	0.600826412648708	0.569230769230769	0.91176	0.00282134447060914	0.919493536893453
"tig00001740-22"	"tig00001740"	"22"	0.600358171772427	0.0275590551181102	0.95661	0.452527629727048	0.964736002244551
"tig00000129-55"	"tig00000129"	"55"	0.600140084510758	0.551470588235294	0.94444	0.00198755617006568	0.902662193637672
"tig00000297-50"	"tig00000297"	"50"	0.599308985515916	0.0338983050847458	0.96005	0.411464075924589	0.99182356105433
"tig00001898-43"	"tig00001898"	"43"	0.599294946988998	0.0253623188405797	0.97203	0.57511993939904	0.82466752971637
"tig00017221-28"	"tig00017221"	"28"	0.598978285196131	0.483050847457627	0.91608	0.00117687506611658	0.99560541826078
"tig00000119-59"	"tig00000119"	"59"	0.598100005721673	0.508771929824561	0.88679	0.00109205630156933	0.995746036760561
"tig00000160-55"	"tig00000160"	"55"	0.597878476638402	0.639705882352941	0.95402	0.0023137353373749	0.795474288863291
"tig00000118-55"	"tig00000118"	"55"	0.59737823973292	0.691176470588235	0.90977	0.00256286640192568	0.786003621941519
"tig00000092-59"	"tig00000092"	"59"	0.597145199420236	0.508771929824561	0.88158	0.00200173752608528	0.996227130330296
"tig00000208-6"	"tig00000208"	"6"	0.596707262987988	0.488372093023256	0.90551	0.000825604272062957	0.992121354656632
"tig00000103-59"	"tig00000103"	"59"	0.596063557788468	0.491228070175439	0.921385	0.00200874730516495	0.969632413673269
"tig00017206-27"	"tig00017206"	"27"	0.595309300018925	0.461538461538462	0.9187	0.00318253125399384	0.997816207283244
"tig00002158-24"	"tig00002158"	"24"	0.594911227122104	0.0109649122807018	0.94118	0.486152191449314	0.941347804758401
"tig00000164-59"	"tig00000164"	"59"	0.594101052251951	0.421052631578947	0.969225	0.000770609582977888	0.985355967845877
"tig00000361-27"	"tig00000361"	"27"	0.593252914727944	0.461538461538462	0.911935	0.00333821227533504	0.996199985097981
"tig00000186-59"	"tig00000186"	"59"	0.593096335743898	0.456140350877193	0.920705	0.00041092971024464	0.995129062388156
"tig00001075-28"	"tig00001075"	"28"	0.592277105641551	0.559322033898305	0.94012	0.00214856983183107	0.867517818836067
"tig00001471-26"	"tig00001471"	"26"	0.590389740609586	0.0106761565836299	0.95198	0.561190826344449	0.837711979510264
"tig00001366-22"	"tig00001366"	"22"	0.588752171077042	0.0078740157480315	0.982255	0.371232236056166	0.99364743250397
"tig00001636-13"	"tig00001636"	"13"	0.587484910854771	0.0833333333333333	0.80914	0.468866961551548	0.988599348534202
"tig00000192-59"	"tig00000192"	"59"	0.587338603443556	0.385964912280702	0.96791	0.000420196236418689	0.995059305257102
"tig00002346-55"	"tig00002346"	"55"	0.585751232787611	0.580882352941177	0.92537	0.00194829681149705	0.834804281397771
"tig00001044-22"	"tig00001044"	"22"	0.585310310163306	0.0078740157480315	0.95981	0.379167016541502	0.994390208363689
"tig00000144-52"	"tig00000144"	"52"	0.585017315732785	0.0648148148148148	0.97846	1	0.296794448116325
"tig00000131-59"	"tig00000131"	"59"	0.584691085521272	0.473684210526316	0.86905	0.000962406015037594	0.995067725543734
"tig00001843-20"	"tig00001843"	"20"	0.583411333175112	0.00462962962962963	0.961425	0.39535610767364	0.972234595397179
"tig00000920-43"	"tig00000920"	"43"	0.581989665760955	0.0072463768115942	0.94616	0.625067750149754	0.749484536082474
"tig00001959-36"	"tig00001959"	"36"	0.580845580639103	0.00146842878120411	0.943865	0.408990302596799	0.969058591178407
"tig00000952-43"	"tig00000952"	"43"	0.580761481116917	0.0072463768115942	0.95147	0.494851636009488	0.869477911646586
"tig00002081-57"	"tig00002081"	"57"	0.580488111903735	0.517241379310345	0.81781	0.00137264695901505	0.985528421345578
"tig00000059-52"	"tig00000059"	"52"	0.580345695627718	0.037037037037037	0.991655	0.942935179641769	0.349755565832067
"tig00017220-28"	"tig00017220"	"28"	0.580130135202249	0.398305084745763	0.92537	0.0010743377589635	0.995771118304271
"tig00000215-26"	"tig00000215"	"26"	0.580050253312404	0.0106761565836299	0.95494	1.00692323355732	0.347661623108666
"tig00002025-54"	"tig00002025"	"54"	0.578956774378799	0.00574712643678161	0.93923	0.890386661936857	0.480463309141559
"tig00000369-49"	"tig00000369"	"49"	0.578853468483226	0.357142857142857	0.9301	0.109690445641757	0.918480571148292
"tig00001010-30"	"tig00001010"	"30"	0.576698407925865	0.0186915887850467	0.95933	0.341749757050697	0.987022285867717
"tig00001574-12"	"tig00001574"	"12"	0.575069839258767	0.00381679389312977	0.85003	0.559363851452654	0.887068711689285
"tig00000165-55"	"tig00000165"	"55"	0.574998512182761	0.389705882352941	0.94118	0.00180967873119154	0.967298487646912
"tig00000282-55"	"tig00000282"	"55"	0.573429670711038	0.5	0.948455	0.00125734429083495	0.844006338553318
"tig00000021-52"	"tig00000021"	"52"	0.572302845431286	0.0462962962962963	0.99218	1	0.250735085428847
"tig00002180-54"	"tig00002180"	"54"	0.570889961440632	0.00766283524904215	0.938415	0.656250168561134	0.681231841952353
"tig00000814-28"	"tig00000814"	"28"	0.570748300860697	0.330508474576271	0.95536	0.000829977559865974	0.996294751306652
"tig00000969-28"	"tig00000969"	"28"	0.570670963295369	0.305084745762712	0.9823	0.000916351050377949	0.994382756368387
"tig00000374-49"	"tig00000374"	"49"	0.570352114885211	0.428571428571429	0.85975	0.00101505519888103	0.992071975770533
"tig00000389-32"	"tig00000389"	"32"	0.569504109748432	0.421052631578947	0.964185	0.00212685846686801	0.890651948947913
"tig00001771-43"	"tig00001771"	"43"	0.569184538140279	0.0181159420289855	0.96966	0.617631661606114	0.671330548926014
"tig00000076-59"	"tig00000076"	"59"	0.569046098410553	0.491228070175439	0.87345	0.00982749119314217	0.901678832273633
"tig00000216-49"	"tig00000216"	"49"	0.5689756316116	0.428571428571429	0.857285	0.00167912487666169	0.98836697299831
"tig00000790-57"	"tig00000790"	"57"	0.568169719944401	0.448275862068966	0.83226	0.00227916597229711	0.98986385173634
"tig00001638-9"	"tig00001638"	"9"	0.567466254213183	0.00763358778625954	0.93084	0.342674126828843	0.98871730223763
"tig00001235-44"	"tig00001235"	"44"	0.56662437545554	0.0169491525423729	0.94163	0.323260678115368	0.984657671164418
"tig00000325-55"	"tig00000325"	"55"	0.566215077480106	0.433823529411765	0.84211	0.00140044253984259	0.987526337968816
"tig00000553-5"	"tig00000553"	"5"	0.56574196754861	0.00977198697068404	0.95455	1	0.298645883223756
"tig00017226-69"	"tig00017226"	"69"	0.565621970515433	0.32	0.954075	0.000411493792607651	0.988001388269126
"tig00000083-55"	"tig00000083"	"55"	0.565569199152058	0.794117647058823	0.954345	0.00330998507976696	0.510504164469642
"tig00000719-57"	"tig00000719"	"57"	0.56469653672496	0.448275862068966	0.81636	0.00255364617541246	0.991596638655462
"tig00001436-12"	"tig00001436"	"12"	0.564552408003295	0.00572519083969466	0.90991	0.356399944529191	0.986174496644295
"tig00001168-23"	"tig00001168"	"23"	0.564370939371608	0.32	0.94461	0.00125940239937714	0.991614355087054
"tig00000393-41"	"tig00000393"	"41"	0.564321875533287	0.0165289256198347	0.99238	0.363304401520883	0.885074174992431
"tig00001294-40"	"tig00001294"	"40"	0.563955862777147	0.00460829493087558	0.94089	0.322598767912484	0.98772638826523
"tig00001362-24"	"tig00001362"	"24"	0.563707518491239	0.0087719298245614	0.933395	0.526610434634918	0.786052709505478
"tig00000027-41"	"tig00000027"	"41"	0.563007724066507	0.0165289256198347	0.933815	1.00707088009863	0.294616090547568
"tig00001316-33"	"tig00001316"	"33"	0.562153319732265	0.00396825396825397	0.96555	0.290625423283658	0.988469601677149
"tig00000176-49"	"tig00000176"	"49"	0.55863997071746	0.357142857142857	0.88679	0.00153016126501616	0.989096864461968
"tig00017234-46"	"tig00017234"	"46"	0.558267955237083	0.00333889816360601	0.80833	0.5077087347079	0.913694188076827
"tig00001917-28"	"tig00001917"	"28"	0.556532835500035	0.322033898305085	0.908555	0.00144408303931794	0.994098360655738
"tig00017205-43"	"tig00017205"	"43"	0.556255456237504	0.0072463768115942	0.913715	0.414907347717715	0.889153100420706
"tig00000563-63"	"tig00000563"	"63"	0.556132827371952	0.00336247478143914	0.92827	0.302427685950413	0.990471148755956
"tig00000641-28"	"tig00000641"	"28"	0.554588993340738	0.254237288135593	0.96721	0.000905698448248216	0.99600298677911
"tig00002071-43"	"tig00002071"	"43"	0.553813861944737	0.0072463768115942	0.94795	0.276585139284323	0.983473931683031
"tig00000237-49"	"tig00000237"	"49"	0.55309658173666	0.357142857142857	0.86341	0.000971735181038489	0.990861734622746
"tig00000213-49"	"tig00000213"	"49"	0.552651328068048	0.357142857142857	0.85774	0.00624499115418929	0.989477463975146
"tig00000942-44"	"tig00000942"	"44"	0.55231587435527	0.0282485875706215	0.93634	0.256327949978266	0.988346959872192
"tig00001260-49"	"tig00001260"	"49"	0.551830845916567	0.357142857142857	0.86179	0.000825555143713987	0.987564971379696
"tig00017227-69"	"tig00017227"	"69"	0.551193554138283	0.32	0.895835	0.000488400145327415	0.988450816407806
"tig00000442-6"	"tig00000442"	"6"	0.551128999694445	0.302325581395349	0.91379	0.000372837542254921	0.988027579840175
"tig00002145-43"	"tig00002145"	"43"	0.550795832012285	0.0072463768115942	0.95081	0.25210934346584	0.993017607771706
"tig00000058-52"	"tig00000058"	"52"	0.549884920206001	0.0185185185185185	0.99227	0.858196296095248	0.330554866210239
"tig00017237-55"	"tig00017237"	"55"	0.549182794400491	0.0147058823529412	0.965735	0.231227402167261	0.985062893081761
"tig00001154-57"	"tig00001154"	"57"	0.549105646028568	0.241379310344828	0.96774	0.000186551275240185	0.987116722494203
"tig00000210-49"	"tig00000210"	"49"	0.548873634697311	0.357142857142857	0.84775	0.000653753188158617	0.98994792845823
"tig00001655-43"	"tig00001655"	"43"	0.548798124180931	0.0108695652173913	0.94598	0.245594913714805	0.99274801779153
"tig00017196-55"	"tig00017196"	"55"	0.547007111016369	0.235294117647059	0.955705	0.000851418490905324	0.996177907927513
"tig00001070-54"	"tig00001070"	"54"	0.546949114489604	0.00574712643678161	0.96481	0.311320754716981	0.905918576804653
"tig00000169-23"	"tig00000169"	"23"	0.546910288735378	0.32	0.87627	0.00154795528648833	0.989823199655024
"tig00000198-49"	"tig00000198"	"49"	0.546459237273233	0.428571428571429	0.762255	0.00538528374263243	0.98962523677887
"tig00001922-49"	"tig00001922"	"49"	0.545537922958	0.357142857142857	0.83471	0.00145103952555851	0.988847795163585
"tig00000091-61"	"tig00000091"	"61"	0.54509281448523	0.329918032786885	0.94521	0.0726027397260274	0.832640485428008
"tig00000364-57"	"tig00000364"	"57"	0.544676092435749	0.103448275862069	0.96345	0.122402416692513	0.989403677188415
"tig00000144-41"	"tig00000144"	"41"	0.543175549551229	0.0247933884297521	0.98773	1.00044254314796	0.159736266627205
"tig00000026-52"	"tig00000026"	"52"	0.540843588735566	0.0277777777777778	0.97589	0.962815073621163	0.196891503543325
"tig00000870-6"	"tig00000870"	"6"	0.53981642407821	0.232558139534884	0.94027	0.000326445666844554	0.986111111111111
"tig00000679-28"	"tig00000679"	"28"	0.538969852841868	0.652542372881356	0.91176	0.002570314709825	0.589006723776292
"tig00017228-60"	"tig00017228"	"60"	0.53843153554201	0.0173913043478261	0.940025	0.203487667358645	0.992822170461568
"tig00001185-46"	"tig00001185"	"46"	0.538066288512674	0.00667779632721202	0.84713	0.674185146003259	0.624272211720227
"tig00000238-46"	"tig00000238"	"46"	0.53749491022373	0.0200333889816361	0.82187	0.667514952060995	0.640561299852289
"tig00001455-6"	"tig00001455"	"6"	0.537426043178753	0.209302325581395	0.93846	0.00859353452655721	0.993348312607061
"tig00000209-6"	"tig00000209"	"6"	0.536607800014321	0.348837209302326	0.80645	0.00157107863839851	0.989572912116558
"tig00001245-49"	"tig00001245"	"49"	0.53651189967116	0.142857142857143	0.957155	0.0587903246214994	0.987245131205998
"tig00002181-24"	"tig00002181"	"24"	0.536225953729713	0.0043859649122807	0.94609	0.208451891220079	0.985975958786491
"tig00000577-21"	"tig00000577"	"21"	0.535517675401504	0.037037037037037	0.800495	0.721726608839664	0.582812055729315
"tig00000593-49"	"tig00000593"	"49"	0.534114958357064	0.357142857142857	0.79253	0.000916143923542008	0.985870832361856
"tig00000643-43"	"tig00000643"	"43"	0.533379436383766	0.0072463768115942	0.90256	0.482647724434019	0.741063644289451
"tig00000843-49"	"tig00000843"	"49"	0.532929607845143	0.142857142857143	0.951285	0.0466077500196808	0.99096853850375
"tig00000239-49"	"tig00000239"	"49"	0.532460674015743	0.285714285714286	0.85287	0.00161474825630828	0.98964366209238
"tig00000226-57"	"tig00000226"	"57"	0.532034679832099	0.0689655172413793	0.912025	0.156958058892758	0.990190143194257
"tig00000453-49"	"tig00000453"	"49"	0.532014138222282	0.214285714285714	0.91624	0.00725476209347177	0.990276076509941
"tig00000243-60"	"tig00000243"	"60"	0.531936643523004	0.2	0.94231	0.00597496206373293	0.979461612028283
"tig00001606-5"	"tig00001606"	"5"	0.530929265496908	0.00651465798045603	0.94997	0.435870099941926	0.731362304065248
"tig00000241-49"	"tig00000241"	"49"	0.530170527979441	0.357142857142857	0.77181	0.000627590389864205	0.991101664385042
"tig00002198-30"	"tig00002198"	"30"	0.530034940152741	0.233644859813084	1	0.00414514590255617	0.882349754895323
"tig00001148-57"	"tig00001148"	"57"	0.529787546897098	0.275862068965517	0.85527	0.00102266666153202	0.986995451961342
"tig00002294-9"	"tig00002294"	"9"	0.5286310887714	0.00763358778625954	0.960725	0.185419664849451	0.960746102449889
"tig00000063-1"	"tig00000063"	"1"	0.528340490166533	0.123893805309735	0.98718	0.465523863766264	0.536764291590133
"tig00000301-49"	"tig00000301"	"49"	0.52723833029565	0.285714285714286	0.82922	0.00274630819558694	0.991272727272727
"tig00000241-46"	"tig00000241"	"46"	0.526938637708629	0.0300500834724541	0.830425	0.630641274154495	0.616638193207565
"tig00000258-55"	"tig00000258"	"55"	0.526317355878964	0.426470588235294	0.87062	0.00161353177362827	0.806565303506932
"tig00001671-11"	"tig00001671"	"11"	0.525682212746324	0.00467289719626168	0.95122	0.977757664276652	0.169078289512382
"tig00000792-30"	"tig00000792"	"30"	0.525318024908858	0.0186915887850467	0.87204	0.219641525161902	0.990898985688481
"tig00001731-54"	"tig00001731"	"54"	0.524876570286149	0.00383141762452107	0.926925	0.647787237675365	0.520962625844711
"tig00000304-60"	"tig00000304"	"60"	0.524794481635413	0.0173913043478261	0.95467	0.134861461148271	0.992255161045553
"tig00000739-57"	"tig00000739"	"57"	0.524781651799927	0.0689655172413793	0.90245	0.142700383320211	0.985010706638116
"tig00000283-49"	"tig00000283"	"49"	0.524472154262853	0.142857142857143	0.930895	0.0338297170886285	0.99030675710564
"tig00000075-21"	"tig00000075"	"21"	0.523586170243091	0.555555555555556	0.958915	0.359167727959147	0.220706397457661
"tig00001778-54"	"tig00001778"	"54"	0.523007421310234	0.00383141762452107	0.860155	0.240689368402006	0.987353899214409
"tig00001446-28"	"tig00001446"	"28"	0.522410156763918	0.110169491525424	0.98039	0.000613898335204646	0.998467237195044
"tig00001149-57"	"tig00001149"	"57"	0.520907284653772	0.103448275862069	0.94973	0.0421480204863374	0.988302842266681
"tig00000196-46"	"tig00000196"	"46"	0.520196480223323	0.015025041736227	0.82554	0.65382133308749	0.586399546069574
"tig00001784-49"	"tig00001784"	"49"	0.520064917539043	0.214285714285714	0.8741	0.0027803332311152	0.989093622639343
"tig00000313-6"	"tig00000313"	"6"	0.518850037370146	0.13953488372093	0.947385	0.00159524265554837	0.986885023104104
"tig00000094-61"	"tig00000094"	"61"	0.518838427428067	0.313524590163934	0.92593	0.0290115532734275	0.806887566274906
"tig00017229-60"	"tig00017229"	"60"	0.518085803823483	0.0260869565217391	0.93862	0.113305792236853	0.994330466535339
"tig00001475-23"	"tig00001475"	"23"	0.517389803751678	0.08	0.937425	0.0609301348825346	0.991204080124178
"tig00001419-63"	"tig00001419"	"63"	0.516597891500697	0.00336247478143914	0.92327	0.218315972222222	0.921443118999127
"tig00000732-32"	"tig00000732"	"32"	0.516170109839682	0.192982456140351	0.879665	0.000971530704412256	0.991061452513966
"tig00000577-49"	"tig00000577"	"49"	0.516087984139523	0.142857142857143	0.915015	0.0160545613720281	0.990425232328921
"tig00000914-50"	"tig00000914"	"50"	0.516075012185463	0.169491525423729	0.90081	0.00116500622881913	0.992833517089305
"tig00001721-58"	"tig00001721"	"58"	0.515823972428025	0.08	0.953995	0.0402594638932159	0.989041425818882
"tig00002340-32"	"tig00002340"	"32"	0.515611264386315	0.192982456140351	0.880215	0.00111488161803459	0.988132719786873
"tig00001219-49"	"tig00001219"	"49"	0.515586158884155	0.142857142857143	0.87524	0.050592869993442	0.993654622686035
"tig00002157-59"	"tig00002157"	"59"	0.514671485084398	0.087719298245614	0.95184	0.0217909919326966	0.997335650159282
